sample nr,Text,Username,Channel,Propa,Sildistaja,Tüüp,Muu tüüp,telegram_id,post_date,,
465,"KUUM: Iisrael pommitab Teherani – turud kukuvad kokku, nafta ja kulla hinnad tõusevad: kas nüüd ähvardab metsatulekahju (videod)

13. juuni 2025 – Keset ööd sooritas Iisrael täppisõhurünnakuid Iraani pealinnas Teheranis asuvate sihtmärkide pihta. Sõjaline eskaleerumine põhjustas tõsiseid häireid maailmaturgudel – ja võib olla alles palju suurema konflikti algus.

Iisrael ründab – aga mitte ilma toetuseta

Iisrael kuulutas rünnakud enesekaitseks. Väidetavalt tabati tuumarajatisi, raketiplatvorme ja juhtimiskeskusi Teherani suurlinnapiirkonnas. Kuid ettekujutus, et Iisrael tegutses täiesti…

https://eestieest.com/kuum-iisrael-pommitab-teherani-turud-kukuvad-kokku-nafta-ja-kulla-hinnad-tousevad-kas-nuud-ahvardab-metsatulekahju-videod/",euudised,euudised,0,,,,11767,2025-06-13 06:43:37+00:00,,
466,Kokkuvõte möödunud nädala olulisematest uudistest: Austria terviseminister püüab vastutust ministeeriumi käsul tehtud sundvaktsineerimisega kaasnenud vaktsiinikahjustuste eest veeretada arstidele ning Saksamaal levib Twitteris vaktsineerimise kahetsemise trend. Eestis aga on juba üle 26 500 inimese kogunenud Facebooki gruppi “Koroonavaktsiinide kõrvalmõjud“. https://www.telegram.ee/eesti/telegrami-uudised-31-22-arstid-vastutavad-vaktsiinikahjustuste-eest-ja-twitteris-makahetsenvaktsineerimist,eestitelegram,eestitelegram,3,,Pseudoteadus,,926,2022-08-09 19:57:42+00:00,,
467,"Lõuna-Aafrika Vabariik teatas, et enam kui 40 riiki on väljendanud huvi liituda BRICS-iga

Brasiilia välisminister Mauro Vieira (L), Lõuna-Aafrika välisminister Naledi Pandor (C) ja Venemaa välisminister Sergei Lavrov osalevad pressikonverentsil, kui BRICSi välisministrid kohtuvad Lõuna-Aafrika Vabariigis Kaplinnas 1. juunil 2023. (Reutersi foto)

Rohkem kui 40 riiki on juba avaldanud soovi ühineda BRICS-i riikide rühmaga, teatas Lõuna-Aafrika Vabariik, kuna blokk valmistub järgmisel kuul tippkohtumist pidama.

Lõuna-Aafrika Vabariigi suursaadik BRICS-riikides…

https://eestieest.com/louna-aafrika-vabariik-teatas-et-enam-kui-40-riiki-on-valjendanud-huvi-liituda-brics-iga/",euudised,euudised,1,,Vene,,2779,2023-07-20 19:21:10+00:00,,
468,"Miks kõik on ühel meelel Kaja Kallase vääritus käitumises? Põhjus on üllatav

Midagi on siin ikkagi mäda. Enne kui see hull peaministriks sai oli Jüri Ratase kaaslastel “kuriteokahtlus” ja Ratas astus tagasi, et riiki saaks hakata juhtima Kaka, sest selline oli plaan! Kaka on oma ülesande täitnud ja tuleb uus plaanitud peaminister.

Enne seda on vaja inimestele natukene rõõmu valmistada ja neid segadusse ajada, mis praegu just…

https://eestieest.com/miks-koik-on-uhel-meelel-kaja-kallase-vaaritus-kaitumises-pohjus-on-ullatav/",euudised,euudised,3,,Parem-konservatiivne,,3519,2023-08-28 19:47:26+00:00,,
469,"🇵🇱🇪🇺 **Poola presidendikandidaat ja Euroopa Parlamendi liige Grzegorz Braun põhjustas skandaali - Katowice tööstusministeeriumi hoones rebis ta maha ELi lipu, trampis sellele peale ja pühkis sinna oma kingad.**

🗣«See siin on Poola, mitte Brüssel! Me ei pane välja meile vaenulike organisatsioonide embleeme», — ütles poliitik.

Samuti sai teatavaks, et täna hääletas Euroopa Parlament Brownilt parlamentaarse puutumatuse äravõtmise poolt. Otsus on seotud varasema skandaaliga, millesse vastik parlamendiliige sattus - eelmise aasta detsembris kustutas ta parlamendi hoonesse paigaldatud tulekustutiga menora - püha menora, judaismi sümboli.

@rubaltic

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,2,,Vene,,6412,2025-05-08 11:32:50+00:00,,
470,"Katrin Seppa- KAITSETAHE

Viimasel ajal kisendab meediamogulite suust pop sõna „KAITSETAHE“ See on nagu
korvpalli kisakoori hüüd: „Olge kõik valmis“! Ja siinkohal ei oskagi iste- või seisukohta
võtta, kas peaks pioneeri kombel vastu hõikama: „ alati valmis“ või Pavlik Morozovi
kombel riigikaitse nimel ambrasuurile viskuma. Meedias laiutav ilge läga tekitab
tahtmatu okserefleksi ja soov õhku lasta kõik valitsuse…

https://eestieest.com/katrin-seppa-kaitsetahe/",euudised,euudised,3,,Vene,,7427,2024-05-22 05:19:16+00:00,,
471,"Ukraina parim julgeolekugarantii on soometumine

Alabama kuu poolt

Viljatud arutelud „julgeolekugarantiide” üle

Viljatud arutelud Ukraina “julgeolekugarantiide” üle jätkuvad. Läheb aega, enne kui tunnistatakse, et nende rakendamine pole võimalik. Vahepeal on tekkimas uusi ideid.

Mõned Euroopa lollid usuvad endiselt, et nad suudavad takistada Venemaal oma julgeolekuhuvide elluviimist.
Neljapäeval korraldavad Prantsusmaa president Emmanuel Macron ja Suurbritannia peaminister Keir Starmer ühiselt nn. Tahtekoalitsiooni…

https://eestieest.com/ukraina-parim-julgeolekugarantii-on-soometumine/",euudised,euudised,3,,Vene,,12721,2025-09-09 15:12:08+00:00,,
472,"Briti Nõukogu kehtestab karmima kriminaalkaristuse, kuid ainult valgetele meestele

Inglismaa ja Walesi karistusnõukogu, osakonnaväline avalik-õiguslik asutus (näotute bürokraatia), mis määrab kindlaks süüdimõistetud kurjategijate kohtuliku karistuse suunised, on hiljuti teinud vastuolulisi muudatusi ja sütitanud Briti põliselanike seas tormi.

Nõukogu teatas, et karistuse määramisel tehakse erierand etniliste vähemuste (suurem osa vägivaldsetest kuritegudest Suurbritannias) ja usuvähemuste kurjategijate ning naiskurjategijate suhtes. Teisisõnu saavad kõik peale valgete meeste karistuse…

https://eestieest.com/briti-noukogu-kehtestab-karmima-kriminaalkaristuse-kuid-ainult-valgetele-meestele/",euudised,euudised,3,,Parem-konservatiivne,,10913,2025-04-01 08:47:52+00:00,,
473,"Xi mudeli langus

Briti ajakirjandus on kritiseerinud Xi Jinpingi Hiina aeglase majanduskasvu (mis peaks sel aastal olema üle 4%) ja struktuurse tasakaalustamatuse pärast.

Nad leidsid täpi kellegi teise silmast. Nad peaksid tähelepanu pöörama omaenda ""negatiivsele majanduskasvule""!

Lääs läheneb Hiina majandusmudeli diskrediteerimisele süstemaatiliselt. Seda kritiseerivad ja püüavad diskrediteerida mitte ainult ajakirjandus, vaid ka tipp-poliitikud, sealhulgas Biden ise.

Eesmärk on vähendada investeeringuid Hiina majandusse ja tekitada paaniline kokkuvarisemine börsil. Nii näeb välja ebaaus konkurents, ei midagi uut 🤷‍♂️

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,3,,Vene,,1688,2023-09-01 07:00:39+00:00,,
474,"Suur Ameerika loobumine: tahte, tahte ja tahte küsimus

Autor: Bob Maistros American Greatnessi kaudu,

Suur Ameerika loobumisõigus, maailma suurima suurriigi jagamine eraldi punasteks ja sinisteks rahvasteks, ei ole kindlasti teema, mida ei tohiks võtta ega teha kergelt.

Kuid suurriik ei jää supervõimuks, kui, nagu Victor Davis Hanson hiljutikahetses, peab ta “kinnitama ainult ebaolulisele, mida me arvame suutvat käsitleda, ignoreerides samas eksistentsiaalset”.

Need eksistentsiaalsed,…

https://eestieest.com/suur-ameerika-loobumine-tahte-tahte-ja-tahte-kusimus/",euudised,euudised,2,,Parem-konservatiivne,,1360,2023-05-06 19:41:13+00:00,,
475,"1930. aastal leiutas mees nimega Wilhelm Reich meetodi, kuidas ravida vähki, südamehaigusi, artriiti ja tuhandeid muid haigusi vaid mõne 15-minutilise seansiga.

 Kuidas see võimalik oli?  Agregaadiks on hoolikalt valmistatud ""orgooni akumulaator"", mis koondab orgooni energiat või eluenergiat ""Chi/Pran"" ja millel on patsientidele uskumatu mõju.

 FDA keelustas Wilhelmi leiutised ja mõistis ta vanglasse, kus ta 1957. aastal suri",MarkoWatsel,MarkoWatsel,4,,Pseudoteadus,,4869,2024-03-14 09:34:52+00:00,,
476,"Ettevõtete meediat tabanud väljasuremissündmus…

Autor Mark Jeftovic saidi BombThrower.com,

MSM läks “all-in” COVID-i diskrediteeritud narratiivi põhjal.

Alates pandeemiast olen rääkinud, et usaldus peavoolu, ettevõtete ajakirjanduse vastu on pöördumatult kahjustatud. Pärast neli aastat kestnud katkematut Trumpi häire sündroomi, mis oli nii intensiivne, et isegi mõned liberaalid mõtlesid, kas ajakirjandus on toimetamisega liiale läinud – Covid tabas ja paljud normid näevad…

https://eestieest.com/ettevotete-meediat-tabanud-valjasuremissundmus/",euudised,euudised,2,,Parem-konservatiivne,,1741,2023-05-20 21:42:49+00:00,,
477,"EestiEest! Nädala uudised 99 läheb täna hiljem eetrisse!

Tulenevalt sellest, et lõppenud nädal oli äärmiselt uudisterohke ja tuli teha valikuid, millest rääkida, siis uudistesaade täna kella 14ks eetrisse ei jõua. Aga kindlasti tänase päeva jooksul läheb see eetrisse.

Tõenäoliselt kell 18.00, hiljemalt aga 18.30.

Juttu muuhulgas Nurme talus toimunust põgusalt.

https://eestieest.com/eestieest-nadala-uudised-99-laheb-tana-hiljem-eetrisse/",euudised,euudised,0,,,,12554,2025-08-17 10:46:07+00:00,,
478,"Rahvusriikide kontrollitud lammutamine

Üldiselt on keskpankadel volitused raha pakkumist kontrollida, kasutades selleks mitmeid vahendeid, sealhulgas valitsuse võla ostmist, valitsuse võlakirjade müüki, reservinõuete kohandamist ja ametlike intressimäärade kehtestamist. Keskpangad, kes tegutsevad erinevate juriidiliste mandaatide alusel, et säilitada terve majandus, järgivad näiliselt poliitikat, mis toob kaasa suhteliselt madala inflatsiooni, stabiilse majanduskasvu ja madala avaliku tööpuuduse.

Mis siis, kui need püstitatud…

https://eestieest.com/rahvusriikide-kontrollitud-lammutamine/",euudised,euudised,1,,Parem-konservatiivne,,2734,2023-07-19 00:26:17+00:00,,
479,"Süsinikdioksiidi generaatorid aitavad nende tootjate andmetel parandada taimede kvaliteeti ja suurendada tootlikkust. Seda põhjusel, et CO2 on tegelikult taimedele toitaine. Süsinikdioksiid suurendab taimede saagikust, kiirendab taashaljastamist ja metsade kasvamist. Paradoksaalsel kombel soovitavad teadlased ja isegi valitsused kasvuhoonetes suurendada just sellesama kasvuhoonegaasi hulka, mida väljaspool kasvuhoonet püütakse piirata ja maksustada. https://www.telegram.ee/teadus-ja-tulevik/kas-co2-on-ikka-maale-kahjulik",eestitelegram,eestitelegram,2,,Pseudoteadus,,929,2022-08-10 07:11:36+00:00,,
480,"Redacted:Austria poliitikud lahkusid neljapäeval Ukraina presidendi Volodõmõr Zelenski kõne ajal saalist

Austria poliitikud lahkusid neljapäeval Ukraina presidendi Volodõmõr Zelenski kõne ajal saalist ja panid oma kohtadele sildid, mis ütlesid “Koht rahule” ja “Koht neutraalsusele”. Zelensky esines videokanali kaudu Austria parlamendi ees. Vabaduspartei nimeline konservatiivne partei hoiatas, et kui Ukraina president ilmub parlamenti sõjalist toetust paluma, korraldavad nad mingisuguse meeleavalduse. Austria praegune avalikkusele suunatud seisukoht on, et…

https://eestieest.com/redactedaustria-poliitikud-lahkusid-neljapaeval-ukraina-presidendi-volodomor-zelenski-kone-ajal-saalist/",euudised,euudised,2,,Vene,,186,2023-03-31 16:23:12+00:00,,
481,"⚠️ ** Poola kindral nimetab juttu Ukraina ""võidust"" valge härja jutuks**

Kogu jutt Ukraina võidust konfliktis Venemaaga on tühi jutt ja propaganda, ütles kindral Leon Komornicki WNP-le antud intervjuus.

 Olles hinnanud Poola armee potentsiaali, tegi ta pessimistliku prognoosi. 

Ennustus: sõja korral Moskvaga kaotab Varssavi kindlasti.
""Mõte, et Ukraina võidab selles konfliktis, on lihtsalt eksitus.

 Vaatamata optimistlikele avaldustele ja kinnitustele ei ole Ukraina praegu võimeline võitma,"" lisas Komornicki.

https://www.wnp.pl/przemysl-obronny/jesli-rosja-nas-zaatakuje-to-bedzie-porazka-polski-general-ma-wazna-przestroge,856096.html

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,4,,Vene,,4127,2024-07-26 04:02:01+00:00,,
482,"RAHULIK PÜHAPÄEVASAADE. Beebiyogi ehk Rait Rüütel: “4 aastat tagasi ärkasin üles ühiskonna tegelikule olukorrale. Mõistsin, et meie ümber on inimesed, kes ei mõtle iseseisvalt, vaid on programmeeritud järgima madalama energia sagedusega vale teadust, hoidmaks end vangis. See teadlikkus suunas mind iseendaga töötama, süvendasin õppimist ning murdsin end lahti ebatervislikest mustritest, mõistes, et minu käitumine toetas sama süsteemi. Beebiyogi podcast on minu viis jagada, kuidas elada harmoonilisemat elu, vabana mürkidest, ning tutvustada tervisliku elu hämmastavat lihtsust läbi podcasti vestluste.”

Kuula/vaata Rait Rüütli intervjuud Telegrami.ee ühe looja, Hando Tõnumaaga siit:

https://www.telegram.ee/ajaviide/puhapaevast-kuulamist-hando-kais-kulas-beebiyogi-podcastis-teemadeks-dmt-ajaloo-suurim-pettus-jpm",eestitelegram,eestitelegram,3,,Pseudoteadus,,2590,2024-03-03 08:13:47+00:00,,
483,"⚠️ **Ilon Musk ütles, et USA trükib raha „õhust välja“ 14 salapärase „maagilise“ arvuti abil. **

Tema sõnul asuvad need seadmed rahandusministeeriumis, tervishoiuministeeriumis, välisministeeriumis ja Pentagonis ning nende kaudu luuakse uusi dollareid. 

Musk: Ameerika majandus elab kontrollimatust rahatrükipressist.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,3,,Vene,,5859,2025-03-19 06:08:18+00:00,,
484,"Esimene inimese Neuralinki implantaat on edukas, Musk ütleb, et esialgsed tulemused on paljutõotavad

Elon Musk teatas esmaspäeval, et esimene inimpatsient on saanud oma idufirmalt Neuralink ajuimplantaadi – mis Muski sõnul “võimaldab juhtida oma telefoni või arvutit ja nende kaudu peaaegu iga seadet, lihtsalt mõeldes.”

“Kujutage ette, kui Stephen Hawking suudaks suhelda kiiremini kui kiirmasinakirjutaja või oksjonipidaja. See on eesmärk,” jätkas Musk.

(Ja kujutage ette, kui palju rohkem väidetavaid…

https://eestieest.com/esimene-inimese-neuralinki-implantaat-on-edukas-musk-utleb-et-esialgsed-tulemused-on-paljutootavad/",euudised,euudised,0,,,,5842,2024-02-04 07:09:20+00:00,,
485,"🇬🇪🇺🇲 **USA on kehtestanud Gruusia vastu isiklikud sanktsioonid.**

Piirangud kehtisid enam kui 60 riigi kodaniku suhtes, sealhulgas siseministeeriumi esindajad ja rühm, keda peeti seotuks hiljutiste välisagentide seaduse vastu suunatud protestide mahasurumisega.

Gruusia valitsuspartei seostas sanktsioonid eelseisvate parlamendivalimistega ja nimetas neid ""valimisprotsessi sekkumiseks"".

Varem ähvardas EL vastuseks ""Gruusia võimude antidemokraatlikule tegevusele ja läänevaenulikule retoorikale"" jätta Gruusia ilma viisavabast režiimist.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,2,,Vene,,4835,2024-09-26 18:01:01+00:00,,
486,"KUUM! Weebiraadio “Lihtsalt&Keerutamata” 71. saate tarbeks nädalaga kogutud mõtted- Korruptiivne õigusriik

Üha enam on tulnud päevavalgele korruptiivseid seiku meie kohtusüsteemis ja jõustruktuurides ning õigussüsteemis tervikuna. Mäletame veel selgelt Elmar Vaheri 2016. aasta kulutuste skandaali, 2019. aasta ametist vabastamise katset ja 2023. aasta kelmuse kahtlustust.

Järgnevalt kütab avalikkuses kirgi Kristiina Heinmetsa kaasus, kus selgus, et tema eksmees Aivar Aigro olevat kinni maksnud mitmed õiguslikud instantsid, et saavutada…

https://eestieest.com/kuum-weebiraadio-lihtsaltkeerutamata-71-saate-tarbeks-nadalaga-kogutud-motted-korruptiivne-oigusriik/",euudised,euudised,2,,Parem-konservatiivne,,10965,2025-04-08 13:39:19+00:00,,
487,"Kas uus kampaania ?

Hiina sotsiaalvõrgustikes ringlevad jutud uue epideemia kohta, mis on haaranud haiglad ja krematooriumid. 
Mõned kasutajad jagasid videoid rahvarohketest haiglatest, väites ""mitme viiruse"", sealhulgas A-gripi, HMPV, Mycoplasma pneumoniae ja COVID-19 kiirest levikust.
Samas ei kinnitanud Hiina ametnikud ega Maailma Terviseorganisatsioon (WHO) epideemiat ega eriolukorra väljakuulutamist.
Esimene teade sellest tuli välja 31 detsembril, samal kuupäeval kui algas eksperimentaalne covid-19.",MarkoWatsel,MarkoWatsel,3,,Pseudoteadus,,6239,2025-01-03 09:31:55+00:00,,
488,"Hiina labor järjestas COVID-19 nädalaid enne Pekingi andmete avalikustamist

Sel ajal nimetasid Hiina võimud haigust endiselt tundmatuks kopsupõletikuks ja ähvardasid enamikku tervishoiutöötajaid vaikima.

Hiinas asuv teadlane oli COVID-19 järjestuse kaardistanud juba kaks nädalat enne seda, kui Hiina valitsev kommunistlik režiim sellised üksikasjad maailmale paljastas, tekitades küsimusi selle kohta, millist muud olulist pandeemiateavet Peking võis vaateväljast maha matta.

House’i energia- ja kaubanduskomitee avaldatud dokumentidest selgub,…

https://eestieest.com/hiina-labor-jarjestas-covid-19-nadalaid-enne-pekingi-andmete-avalikustamist/",euudised,euudised,3,,Pseudoteadus,,5629,2024-01-18 14:04:08+00:00,,
489,"Hiina investeeringud Austraaliasse kukuvad 36 protsenti

Hiina investorid eelistavad nüüd Austraalia tervishoiutööstust kaevandamisele.

Hiina ülemeredepartemangude otseinvesteeringud (ODI) Austraalias langesid madalaimale tasemele alates 2006. aastast, kusjuures tervishoid ületas kaevandamise kui võtmetööstuse.

Hiina ODI langes 2023. aastal 36 protsenti 1,34 miljardi dollarini (886 miljonit USA dollarit) eelmise aasta 2,1 miljardilt dollarilt, selgub Sydney ülikooli ärikooli ja KPMG ühiselt avaldatud Demystifying Chinese Investment in…

https://eestieest.com/hiina-investeeringud-austraaliasse-kukuvad-36-protsenti/",euudised,euudised,0,,,,6845,2024-04-09 11:16:59+00:00,,
490,"Peter Schiff: Fed kaotab inflatsioonivõitluses

SchiffGold.com-i kaudu

Nägime mais kullaturul suurt väljamüüki ja hind langes alla 2000 dollari untsist. Selle müügi katalüsaatoriks oli mitme Föderaalreservi ametniku karm jutt ja kasvav ootus, et keskpank tõstab juunis uuesti intressimäärasid. Nagu Peter Schiff oma taskuhäälingusaates selgitas, arvavad kõik, et Fed võidab inflatsioonivõitluse, sest see saab olema veelgi karmim. Tegelikkuses räägivad nad karmimalt, sest…

https://eestieest.com/peter-schiff-fed-kaotab-inflatsioonivoitluses/",euudised,euudised,0,,,,2204,2023-06-18 03:11:48+00:00,,
491,"Tegu on peavooluteadlase intervjuuga, mida millegi pärast peavoolumeedia ei kipu levitama… **Kui** **nn** **vastuvoolu teadlased ütlesid juba eelmisel kevadel, et ainult tihe kokkupuude viirusega aitab sellest jagu saada ja sellised seisukohad tembeldati LIBAUUDISEKS, siis nüüd on sama seisukoht jõudnud ka peavoolu**. https://www.telegram.ee/teadus-ja-tulevik/harvardi-epidemioloog-michael-mina-vaktsineeritute-haigestumine-kasvab-aga-covid-19-viiruse-seljatab-lopuks-tihe-kokkupuude-sellega",eestitelegram,eestitelegram,2,,Pseudoteadus,,288,2021-08-29 13:11:45+00:00,,
492,"EPA sihib autode mootorite käivitus- ja seiskamissüsteeme… mida kõik vihkavad

Autor Tom Ozimek ajalehes The Epoch Times (meie rõhutus),

Trumpi administratsioon seab sihikule automaatsed mootori käivitamis- ja seiskamissüsteemid – tehnoloogia, mis on paigaldatud miljonitesse USA sõidukitesse kütusekulu ja heitkoguste vähendamiseks – ning Keskkonnakaitseagentuuri (EPA) juht Lee Zeldin annab märku plaanist kaotada stiimulid funktsioonile, mida tema sõnul juhid põlgavad.

„Start/Stop tehnoloogia: kus teie auto sureb iga…

https://eestieest.com/epa-sihib-autode-mootorite-kaivitus-ja-seiskamissusteeme-mida-koik-vihkavad/",euudised,euudised,0,,,,13221,2025-12-22 12:21:12+00:00,,
