sample nr,Text,Username,Channel,Propa,Sildistaja,Tüüp,Muu tüüp
413,"Ukraina president Volodõmõr Zelenskõi on aga tagasi lükanud ettepanekud konflikti külmutamiseks. Intervjuus Prantsuse ajalehele Le Parisien märkis Zelenskõi, et Trump „teab minu seisukohta – me ei tee kiireid otsuseid, mis ohustavad Ukrainat“. 
Zelenskõi sõnul ei ole sõja lõpetamine lihtne ning Trumpi meeskonnal puudub praegu juurdepääs kogu vajalikule diplomaatilisele ja luureinfole. „Sõltumata sellest, mida maailma liidrid soovivad, me ei loovuta oma iseseisvust,“ ütles Zelenskõi. 
---
📣 AITA INFORMATSIOONIL LEVIDA JA JAGA SEDA ARTIKLIT!

https://vanglaplaneet.ee/blog/2024/12/23/putin-olen-valmis-igal-ajal-trumpiga-kohtuma/",vanglaplaneet,vanglaplaneet,ei ole propa,,,
414,"“SERVITI” Millise riigi moodi peab Eesti olema, et saavutada energiasõltumatus ja iseseisvus?

Kuna sõda hakkab otsa saama ja Ungari president on oma riigi energeetika probleemidega mures, siis meiegi võiksime midagi ette võtta  ja mingi riigi eeskujuks võtta või jätkame samas vaimus.

René Descartes ütles: Kui inimene kahtleb, siis ta mõtleb, kui mõtleb siis on inimene.  Vanasõna :Kes ei taha teha, see leiab põhjuse, kes aga tahab teha,…

https://eestieest.com/serviti-millise-riigi-moodi-peab-eesti-olema-et-saavutada-energiasoltumatus-ja-iseseisvus-2/",euudised,euudised,propa,,Parem-konservatiivne,
415,"🙂**Los Angeles soovib teile head pühapäeva**

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,ei ole propa,,,
416,"KÕMU! Kohale saabus laibaveok Kärstna kanti

Nagu teatab kohapealt lugeja, täna ca 7 paiku jõudis laibaveok kohale, esialgu läbi ei pääsenud.

https://eestieest.com/komu-kohale-saabus-laibaveok-karstna-kanti/",euudised,euudised,ei ole propa,,,
417,"Osa WHO plaanitavast One Health programmist on „Toit on ravim” tegevuskava, mis kõlab ju hästi, aga sisuliselt on tegu lähenemisega, mille motot kasutatakse kampaaniate tegemiseks, kõikvõimalike programmide käivitamiseks, poliitika ja rahastamise muutmiseks, andmete koondamiseks, tervishoiutööstuse sidumiseks toiduainetega ning lõpuks inimeste jälgimiseks ja kontrollimiseks toidu kaudu.
https://www.telegram.ee/toit-ja-tervis/who-globaalne-toitumiskava-inimest-saab-kontrollida-toidu-ja-rahaga?fbclid=IwAR09zwSRKeVh_H7RKU8sK18q1J3z88CPnpIuY__qSBZ6SuHwhN0sbmPDe3U",eestitelegram,eestitelegram,propa,,Pseudoteadus,
418,"Kaua veel õhus?

Vene lennufirmade lennukid lendavad aegunud varuosadega – uusi pole.

 Kommersandi andmetel tehti 2022. aastal üle kahe tuhande lennu ""aegunud"" – seadmetega, mille kasutusiga on möödas.

 Sajad ettevõtted on kokku puutunud probleemidega kaupade tarnimisel: nädala asemel (enne sanktsioone) tuleb oodata kaks kuni kolm kuud.

 Mõned osad on täiesti võimatu tarnida, mistõttu vedajad rikuvad reegleid ja see omakorda mõjutab lennuohutust negatiivselt.",MarkoWatsel,MarkoWatsel,ei ole propa,,,
419,"⚡️**Claudia Sheinbaum andis vande Mehhiko esimese naispresidendina.**

Inauguratsioon toimus Mehhiko seadusandlikus palees. Sheinbaumist sai esimene naine riigi ajaloos, kes oli riigipea. Varem oli ta Mehhiko linnapea.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,ei ole propa,,,
420,"Pärast kahte ukrainlaste poolt Tšehhi Vabariigis toime pandud julma vägistamist ütles riigi president Petr Pavel, et kõigi ukrainlaste süüdistamine on vastuvõetamatu.

🤔Selgub, et kollektiivne süü on lubamatu, selgitas Pavel, kes oli [varem](https://t.me/InfoDefEstonia/1382) teatanud vajadusest panna kõik venelased Euroopas luureteenistuste range jälgimise alla. Ja kes keelas eranditult kõigil vene sportlastel siseneda Tšehhi Vabariiki.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
421,"Putin saabub Põhja-Koreasse teisipäeval, esimene visiit 24 aasta jooksul

Kreml avalikustas esmaspäeval üksikasjad Venemaa presidendi Vladimir Putini Põhja-Korea reisi kohta. Eelmisel nädalal ennustas Lõuna-Korea uudisteagentuur Yonhap, et Putin võib Põhja-Korea pealinnas ilmuda “juba järgmisel nädalal” osana oodatavast Aasia tuurist, mis hõlmab ka Vietnami.

Kreml on nüüd avalikustanud, et Venemaa liider lendab teisipäeval Pyonyangi ja jääb sinna üheks ööks. See tähistab esimest korda, kui Putin…

https://eestieest.com/putin-saabub-pohja-koreasse-teisipaeval-esimene-visiit-24-aasta-jooksul/",euudised,euudised,ei ole propa,,,
422,"🇧🇬🇷🇺Sofias toimus Bulgaaria Osmanite ikkest vabastamise aastapäeva puhul Venemaa-meelne rongkäik pärast Vene-Türgi sõja tulemusi aastatel 1877–1878.

Keegi alati üritab ajalugu kustutada, kuid tavalised inimesed mäletavad kõike ja avaldavad tänu.

✔️Liituge meiega
📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
423,"🇶🇦🇺🇦**Bild: Katar annab Ukrainale üle 24 PzH 2000 iseliikuvat haubitsat.**

Üks Venemaa Föderatsiooni Lähis-Ida liitlasi otsustas Saksamaa valitsusega sõlmitud lepingu raames ühineda Ukraina relvade tarnimisega: Doha loovutab poole oma Saksa haubitsapargist ja saab vastutasuks Berliinist uusi sõidukeid.

Enne Ukrainasse saatmist remonditakse haubitsad Saksamaal. Neid moderniseeritakse, tarkvara uuendatakse ja Ukraina poole nõudmisel tehakse muudatusi. Protsessi hakkavad kontrollima suurimad kaitsefirmad - KMW ja Rheinmetall.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,ei ole propa,,,
424,"⚡️""Ukraina ei ole valmis oma suureks pealetungiks, kuid tal ei ole valikut,"" - The Times'i suure artikli pealkiri.

The Times juhtis tähelepanu USA luureandmete lekkinud hinnangutele, et Ukraina ei saavuta tõenäoliselt olulisi territoriaalseid võite.   

Kuid sisuliselt ei ole Kiievil praeguses olukorras mingit valikut. ""President Zelenski on läänemaailma väga osavalt valitsenud, kuid toetuse säilitamiseks peab ta näitama seda, mida Washingtoni siseringlased nimetavad ""investeeringu tasuvuseks"","" märgib The Times.

Kiiev peab ründama nii või teisiti. Tõenäoliselt tuleb mõni suur sihtmärk nagu Melitopol, millel on nii praktiline tähendus (Krimmi ja Venemaa vahelise maismaasilla läbilõikamine) kui ka suur sümboolne väärtus. Võimalik oleks ka rünnak Donetski vastu - see oleks tugev samm, kuigi praktiline väärtus on siin väiksem, kirjutab Briti väljaanne.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,ei ole propa,,,
425,"🇪🇪🛩🇳🇱 **Eestisse saabusid Hollandi hävitajad F-35.**

Neljast Hollandi viienda põlvkonna F-35 hävitajast koosnev rühm saabus Eestisse Ämari lennubaasi, et korraldada õhupatrulle Balti riikide kohal, teatasid Hollandi sõjaväelased.

NATO rotatsiooni raames viivad nad patrullmissioone läbi kuni 31. märtsini 2025.

Aasta alguses lahkusid Eesti Ämari lennubaasis regulaarselt rotatsiooni korras paiknenud NATO hävitajad lennuraja moderniseerimise tõttu. Lennukid paigutati ajutiselt ümber Lielvarde lennubaasi Lätis.

@news_lv

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,ei ole propa,,,
426,"👀**USA lennufirma JetBlue Airways muutis Iisraeli piirid ja nime ""Palestiina aladeks"" - Jerusalem Post**

Ettevõte süüdistas selles välist sekkumist, kuid pole veel kaarti muutnud 😁

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Muu,
427,"Kutsed liituda Bundeswehriga (Saksa armee) on nüüd nähtavad sõna otseses mõttes kõikjal Saksamaal, isegi pitsakarpidel

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
428,"Hiina suurim üleujutus viimase 140 aasta jooksul on nõudnud vähemalt 11 inimese elu, kadunute arv on tohutu.  Umbes pool miljonit inimest on evakueeritud.",MarkoWatsel,MarkoWatsel,ei ole propa,,,
429,"🙂**Šotimaal tükeldatakse laipu.**
Riigi juhtiv patoloog, professor Gordon Finlighter, lööb häirekella.

 Meditsiinitudengite arv on viimasel ajal hüppeliselt kasvanud ja kõik ei saa laipu. 2023-2024. õppeaastal on Šotimaa meditsiinikoolides 5930 üliõpilast. 

Vaid kaheksa aastat tagasi oli neid peaaegu poole vähem. Ja ülikoolidele on õppematerjalina saadetud vaid 290 surnukeha (oli 178, kuid need lükati erinevatel põhjustel tagasi).

 Äkilise puuduse tõttu on mõned ülikoolid pidanud tühistama praktilise anatoomia kursused.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,ei ole propa,,,
430,Päris hea! https://www.telegram.ee/eesti/tartu-ulikooli-seireuuring-covid-19-antikehad-on-pooltel-eesti-elanikel,eestitelegram,eestitelegram,ei ole propa,,,
431,"🇺🇦 Tipptasemel silmakirjalikkus

See on muidugi absoluutne jama, mis on omane praegusele ajaloolisele hetkele.

Absoluutne silmakirjalikkus: kõigepealt aplodeerime natsidele, siis austame Babi Jar ohvrite mälestust.

Hea, et Zelensky on näitleja. Inimese treenimata aju ei pruugi selliseid loogilisi metamorfoose üle elada.

Ja varsti on UPA asutamispäev. Vladimir Aleksandrovitš, ärge unustage.

USA-l, Venemaal, Hiinal, Saksamaal ja Prantsusmaal on piisavalt oma silmakirjalikkust, aga see on TOP, bingo, flush royale 🤦

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
432,"See on dr Leo Ferreira – ta oli üks kaheksast vähispetsialistist, kes hukkus traagiliselt, kui lennuk Brasiilia kohal alla kukkus. 

 Ta väitis, et nad on avastanud viisi, kuidas reguleerida organismi T-rakke, et rünnata kasvajaid. 

 Kui see hüpotees on õige ja nad liiguvad loomkatsete juurde, võib see olla potensiaalne vähi  ravi.

 Nüüd on ta surnud... 
 Kokkusattumus?",MarkoWatsel,MarkoWatsel,propa,,Pseudoteadus,
433,"Kuidas ära tunda propagandat?

Propaganda põhi relvaks on psühholoogiliselt rõhuda emotsioonidele, selgitamata miks need käigud just nii tehti nagu nad tehti ning alati lugu on kallutatud vastase kahjuks, objektiivsust selle juures omamata.

Mõelge, kuidas te malet mängiksite, kui mõtleksite mängu ajal, kui propagandist? Kas teil jääb tänu sellele oda võtmata kuna sooritate vastas poolele kahju ning halba enesetunnet?

/Konservatiivne…

https://eestieest.com/kuidas-ara-tunda-propagandat/",euudised,euudised,propa,,Parem-konservatiivne,
434,"15. märtsil Facebooki otse-eetris “tähistasime” 2 aasta möödumist Telegrami esimesest Facebook live´ist – 12. märtsil 2020 toimunud “koroonapidu“. Muljetasime, kuidas koroonapettus on mõjunud ühiskonnale ja mida me siit järeldame…? 
Samuti leidsime, et oleme jäänud samale seisukohale, kui tookord: hirm on ohtlikum, kui koroonaviirus ise.
Huvitaval kombel juba teist korda järjest kadus live´i lõpus hääl ära, seega ca 8 minutit taidlesime niisama… Aga peamine lõpusõnum oli, et ümbritsege end inimestega, kes mõjuvad teile rahustavalt, kellega saate olla teie ise. Ja pange uudised kinni! https://www.telegram.ee/ajaviide/telegrami-fb-live-kaks-aastat-esimesest-koroonapeost",eestitelegram,eestitelegram,propa,,Pseudoteadus,
435,"Ühendkuningriigi haridusstandardite ametit juhib wahhabi Hamid Patel. 

 Ta jälgib Inglismaa koolide ja haridusasutuste tegevust, et tagada nende ""Briti väärtuste edendamine"".

 Muide, alates 2016. aastast on pakistanlane Sadiq Khan Londoni linnapea.  2024. aasta oktoobris teatas ta, et London vajab rohkem migrante. 

 Ametlikult keelas ta Briti taksojuhtidel oma autodele panna Inglismaa lipu koos Püha Jüri ristiga – et mitte ""solvata vähemusi"".",MarkoWatsel,MarkoWatsel,propa,,Parem-konservatiivne,
436,"Venemaa ja USA peavad järgmisi kõnelusi Türgis, ilma Euroopata: Lavrov

Eelmisel nädalal toimunud Riyadhi kõnelused USA ja Venemaa vahel on viinud järjekordse kahepoolsete kahepoolsete läbirääkimiste vooruni, mis peetakse neljapäeval Istanbulis.

Venemaa välisminister Sergei Lavrov kinnitas kohtumist Katari emiiri kõrval Dohas. Nafta- ja gaasirikas Pärsia lahe riik on jätkuvalt Türgi lähedane liitlane.

Istanbuli kohtumisel keskendutakse eeldatavasti diplomaatilise personali ja täielike suhete taastamisele igas vastavas saatkonnas. Mõlemad…

https://eestieest.com/venemaa-ja-usa-peavad-jargmisi-konelusi-turgis-ilma-euroopata-lavrov/",euudised,euudised,ei ole propa,,,
437,"Kuid globalistid ei pea oma plaanide pärast muretsema, sest Semafori andmetel on Schwab organisatsiooni juhtkonda nimetanud mitmed oma pereliikmed, et võtta üle türannliku uue maailmakorra teatepulk. Schwabi lapsed on määratud kõrgetele ametikohtadele ning tema abikaasa Hilde juhib organisatsiooni fondi ja auhinnatseremooniaid Davosis.
---
📣 AITA INFORMATSIOONIL LEVIDA JA JAGA SEDA ARTIKLIT!

https://vanglaplaneet.ee/blog/2024/05/22/wefi-asutaja-klaus-schwab-astub-esimehe-kohalt-tagasi-ja-votab-mittejuhtiva-rolli/",vanglaplaneet,vanglaplaneet,propa,,Pseudoteadus,
438,"Evelin Poolamets: Kiirkorras läbisurutavas 2023.aasta riigieelarve muutmise seaduse eelnõu näeb ette Riikliku tsensori koha loomist!

Evelin Poolametsa postitus:

Hoian käes 2023.aasta riigieelarve seaduse muutmise seadust ja mis ma näen, eelarvesse on planeeritud nn RIIKLIKU TSENSORI ametikoht, kes hakkab tegelema raadiolubade väljastamise kõrval ka viha õhutava ja õigusrikkumisele kutsuva meediasisu järelvalvega. Töökoha kulude katteks on ettenähtud 33 000 eurot. Ütled eetris, et vihale ajab see maksupoliitika või homopropaganda ja “koputaja” teatab…

https://eestieest.com/evelin-poolamets-kiirkorras-labisurutavas-2023-aasta-riigieelarve-muutmise-seaduse-eelnou-naeb-ette-riikliku-tsensori-koha-loomist/",euudised,euudised,propa,,Parem-konservatiivne,
439,"Miks saavad mõned inimesed depressiooni pärast ""Avatari"" filmi vaatamist?
https://www.telegram.ee/vaimsus/mis-on-avatari-jargse-depressiooni-sundroom-ja-kas-sellele-leidub-ravi",eestitelegram,eestitelegram,ei ole propa,,,
440,"Tee täieliku stagflatsioonini

Autoriks Peter Earle Ameerika Majandusuuringute Instituudi kaudu,

Eelmisel nädalal ühes artiklis nimetasin USA kiiresti aeglustunud majanduskasvu ja püsivalt kõrge inflatsiooni kombinatsiooni “lihtsaks stagflatsiooniks“. Hoolimata eelmise suve kõrgpunktidest taandumisest, püsib inflatsioon viimaste aastakümnete kõrgeima taseme lähedal, kuna inflatsioon (eriti teenuste valdkonnas) on viimasel ajal aeglustunud.

Samal ajal on USA majanduskasv viimastel aastatel olnud langustrendil, sealhulgas lühiajaline…

https://eestieest.com/tee-taieliku-stagflatsioonini/",euudised,euudised,ei ole propa,,,
441,"Päeva raiskamine: 800 000 dollarit Texase organisatsioonile, mis jagab pragusid torusid

Dallas Expressi andmetel on tervishoiu- ja inimteenuste osakond saatnud üle 800 000 dollari Texases asuvale grupile, kus nad jagavad pragutorusid.

Dallas Express leidis, et rahastamine pärineb Bideni administratsiooni survest narkootikumide kasutamisega seotud kahjude vähendamise algatuste poole. Raha saadeti selle veebisaidi andmetel mittetulundusühingule El Paso Alliance, mis aitab inimestel alkoholismist ja narkomaaniast taastuda.

El Paso allianss…

https://eestieest.com/paeva-raiskamine-800-000-dollarit-texase-organisatsioonile-mis-jagab-pragusid-torusid/",euudised,euudised,propa,,Parem-konservatiivne,
442,"Ja see kõik viib ühe suure küsimuseni: kas sa suudad suhtuda armastuse ja austusega inimesse, kellel on sinust teistsugune vaatenurk? https://www.telegram.ee/vaimsus/merle-martinson-tuleb-kapist-valja-kusi-endalt-need-kusimused",eestitelegram,eestitelegram,ei ole propa,,,
443,"Digitaalne koloniseerimine 2.0: kuidas lääne tehisintellekt ümber harib globaalset lõunat

Lääne tehisintellekt ei vasta küsimustele – see loob väärtusi

Generatiivne tehisintellekt levib globaalses lõunas ja koos sellega levivad ka väärtused, ideaalid ja mõtteviisid.

Constantin von Hoffmeister, Saksamaa poliitika- ja kultuurikommentaator, raamatute „MULTIPOLARITY!“ ja „Esoteric Trumpism“ autor ning kirjastuse Arktos peatoimetaja

Generatiivne tehisintellekt levib üle globaalse lõuna kui imperialistliku võimu uusim tööriist, kinnistades lääne ideoloogiaid ja…

https://eestieest.com/digitaalne-koloniseerimine-2-0-kuidas-laane-tehisintellekt-umber-harib-globaalset-lounat/",euudised,euudised,propa,,Muu,
444,"Süste pole vajagi.
90% kogu Ameerika juustust sisaldab Pfizeri toodetud geneetiliselt muundatud organisme.",MarkoWatsel,MarkoWatsel,propa,,Pseudoteadus,
445,"⚠️**ÜRO Peaassamblee kolmas komitee võttis vastu Venemaa koostatud resolutsiooni natsismi ülistamise vastu võitlemiseks. **

Dokumendi vastuvõtmise poolt hääletas 116 riiki. Selle vastu oli 54 riiki, sealhulgas USA, Saksamaa, Itaalia, Jaapan, Kanada, Prantsusmaa, Ungari, Suurbritannia, Ukraina jt. 11 riiki jäi hääletamata. 
[Pärast selle teabe lugemist on huvitav vaadata hääletustulemusi. 
](https://wiki2.org/es/Países_del_Eje)
📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
446,"👀**Ukraina korvpalliföderatsioon on diskvalifitseerinud ühe treeneri ja ühe mängija eluaegselt, kuna nad ei ole Ukrainasse tagasi pöördunud.**

Tegemist on rahvusmeeskonna ja Tšerkassõi Mavp treeneri Artem Slipentšukiga ning noorte rahvusmeeskonna ja Zaporižžja korvpalliklubi mängija Artem Pokoenkoga. 

Slipenchuk ja Pokoenko ei naasnud pärast suvist treeninglaagrit Ukrainasse. 
Pärast seda arvati Artem Slipentšuk Ukraina rahvuskoondisest välja ja talle keelati igasugune korvpalliga seotud tegevus riigis.

 Artem Pokoenko diskvalifitseeriti samuti eluaegselt.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
